algorithm,RQ,experiment_id,iteration,no_datapoints,no_features,preprocessing_energy(J),preprocessing_time(s),train_energy(J),train_time(s),predict_energy(J),predict_time(s),datatype,accuracy,precision,recall,f1
Decision Tree,2.1,25,20,1950,8169,0.006499942998530215,1.461535930633545,0.03947033438138274,1.5082979202270508,0.037869164364559144,1.4791460037231445,float64,0.9449760765550239,0.83,0.7410714285714286,0.7830188679245284
AdaBoost,2.1,104,18,2340,8169,0.011115642901813383,1.4381020069122314,0.4465202481514482,1.9241831302642822,0.04504315020917342,1.4893648624420166,float64,0.9531405782652044,0.865546218487395,0.7686567164179104,0.8142292490118578
Decision Tree,2.1,26,25,1559,8169,0.010200967881050986,1.4460737705230713,0.07537670871053354,1.4846069812774658,0.022007406191836817,1.4740960597991943,float64,0.9641255605381166,0.9125,0.8111111111111111,0.8588235294117648
Random Forest,2.1,89,3,389,8169,0.009844119142035885,1.4546198844909668,0.1539817993554946,1.6055517196655273,0.027903582515901783,1.4633862972259521,float64,0.9404761904761905,1.0,0.5652173913043478,0.7222222222222222
Bagging Classifier,2.2,135,22,3900,4084,0.027263726821663083,1.4445390701293945,0.4795979736419123,1.9799628257751465,0.057570946074326786,1.5153861045837402,float64,0.9641148325358851,0.905940594059406,0.8169642857142857,0.8591549295774648
AdaBoost,2.2,119,13,3900,7352,0.02537275327376461,1.4504549503326416,0.5937413260862803,2.2804617881774902,0.07026341806412967,1.5120062828063965,float64,0.9688995215311005,0.9134615384615384,0.8482142857142857,0.8796296296296297
AdaBoost,2.1,102,7,3119,8169,0.0065955115248629865,1.436363935470581,0.4970108569662146,2.132185220718384,0.05739720378365783,1.4994099140167236,float64,0.9626307922272048,0.922077922077922,0.7888888888888889,0.8502994011976047
Decision Tree,2.1,29,23,389,8169,0.009907663707126717,1.4345171451568604,0.007702355443293864,1.4430372714996338,0.010827786543504116,1.4637689590454102,float64,0.9047619047619048,0.7058823529411765,0.5217391304347826,0.6
KNN,2.1,62,13,3119,8169,0.011244485778611214,1.4471590518951416,0.015117770499782779,1.4151248931884766,0.41954072021520145,1.6328089237213135,float64,0.9125560538116592,0.7114093959731543,0.5888888888888889,0.6443768996960486
Bagging Classifier,2.1,121,8,3509,8169,0.007169515459612925,1.4402358531951904,0.6145406377929431,1.9750430583953857,0.06876066319925482,1.4852747917175293,float64,0.958139534883721,0.8797814207650273,0.7970297029702971,0.8363636363636363
AdaBoost,2.2,115,18,3900,4084,0.024402485804332654,1.438858985900879,0.42298943886239543,1.952045202255249,0.06656411387877119,1.5074079036712646,float64,0.9694976076555024,0.9138755980861244,0.8526785714285714,0.8822170900692841
Decision Tree,2.2,38,27,3900,6535,0.026914690665028145,1.4719700813293457,0.10761895066369596,1.5829119682312012,0.05627432242644529,1.4738552570343018,float64,0.9599282296650717,0.8552036199095022,0.84375,0.8494382022471909
Bagging Classifier,2.2,131,29,3900,817,0.025445890500529457,1.4552159309387207,0.1627233349342752,1.6258108615875244,0.06503832565797839,1.4783730506896973,float64,0.9671052631578947,0.9203980099502488,0.8258928571428571,0.8705882352941176
KNN,2.1,68,0,779,8169,0.01033603573969118,1.4318172931671143,0.004556608755135243,1.4476511478424072,0.03268943319011595,1.4545910358428955,float64,0.8985074626865671,0.6571428571428571,0.5111111111111111,0.575
Decision Tree,2.1,24,21,2340,8169,0.017405037000142478,1.4312200546264648,0.04091838321770635,1.513334035873413,0.04361321531574019,1.4636101722717285,float64,0.9451645064805583,0.8110236220472441,0.7686567164179104,0.789272030651341
Decision Tree,2.2,34,29,3900,3268,0.025940189112367954,1.464348316192627,0.08085046081058095,1.5422618389129639,0.05620307800664102,1.4924228191375732,float64,0.9641148325358851,0.8727272727272727,0.8571428571428571,0.8648648648648648
SVM,2.2,14,18,3900,3268,0.01842176124027145,1.4666476249694824,0.3269822402539864,1.9253182411193848,0.19571554855206375,1.6668422222137451,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
KNN,2.1,64,20,2340,8169,0.01024157986615865,1.4421541690826416,0.006941722712322994,1.4351999759674072,0.12564435655714953,1.5690147876739502,float64,0.9032901296111665,0.6796116504854369,0.5223880597014925,0.590717299578059
Bagging Classifier,2.2,135,21,3900,4084,0.050969958445654,1.4510090351104736,0.48249968182676917,1.9647459983825684,0.05764847084990215,1.4962399005889893,float64,0.9623205741626795,0.9045226130653267,0.8035714285714286,0.8510638297872339
SVM,2.2,13,24,3900,2451,0.025460773710516575,1.455510139465332,0.2724788639455041,1.8451521396636963,0.20877813198662998,1.6152491569519043,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Random Forest,2.2,100,23,3900,8169,0.0008055149095700137,1.4212257862091064,2.1267705709597773,3.4046239852905273,0.09613991849829764,1.5347819328308105,float64,0.9784688995215312,0.9845360824742269,0.8526785714285714,0.9138755980861245
SVM,2.2,16,27,3900,4901,0.026597810764619107,1.4584369659423828,0.5651469977659522,1.9703161716461182,0.28843370408915975,1.6705279350280762,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Decision Tree,2.1,26,2,1559,8169,0.010365211229114605,1.4437198638916016,0.04935049092239866,1.4681949615478516,0.03782888987012574,1.4427080154418945,float64,0.953662182361734,0.8831168831168831,0.7555555555555555,0.8143712574850299
Random Forest,2.2,93,18,3900,2451,0.025362256701632835,1.4402589797973633,1.2464824105763281,2.6779961585998535,0.15254871829009078,1.5205938816070557,float64,0.9754784688995215,1.0,0.8169642857142857,0.8992628992628993
KNN,2.2,77,15,3900,5718,0.026441671662491444,1.4416823387145996,0.014422114804846809,1.4375238418579102,0.29210431543344006,1.7283461093902588,float64,0.8857655502392344,1.0,0.14732142857142858,0.25680933852140075
AdaBoost,2.2,113,20,3900,2451,0.016160000731834014,1.4576032161712646,0.44653064869675824,1.871626853942871,0.06865483281142837,1.4994499683380127,float64,0.9677033492822966,0.9086538461538461,0.84375,0.875
KNN,2.2,76,15,3900,4901,0.024790781542018275,1.4528450965881348,0.01688662619424197,1.4390778541564941,0.5135966951496568,1.6972558498382568,float64,0.8797846889952153,1.0,0.10267857142857142,0.1862348178137652
Decision Tree,2.2,36,29,3900,4901,0.037260774131015896,1.440114974975586,0.20587479434588135,1.5242769718170166,0.0567744390053527,1.4989378452301025,float64,0.9623205741626795,0.8577777777777778,0.8616071428571429,0.8596881959910914
SVM,2.2,20,2,3900,8169,0.0005091012690957576,1.431373119354248,0.4452505418808571,2.0777716636657715,0.6186599902490244,1.6836469173431396,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Random Forest,2.2,98,15,3900,6535,0.02615455476901125,1.4318161010742188,1.1593732439983244,3.246603012084961,0.12587666526149185,1.5365808010101318,float64,0.9766746411483254,0.9842931937172775,0.8392857142857143,0.9060240963855423
Bagging Classifier,2.1,122,6,3119,8169,0.006932983360583134,1.4349911212921143,0.38938851514433553,1.9869308471679688,0.04044305262389473,1.4716391563415527,float64,0.9633781763826607,0.906832298136646,0.8111111111111111,0.8563049853372435
Random Forest,2.2,92,16,3900,1633,0.01754614926501665,1.4578959941864014,0.6683803903112608,2.519350051879883,0.09112146728614041,1.5321118831634521,float64,0.9766746411483254,1.0,0.8258928571428571,0.9046454767726161
Bagging Classifier,2.2,134,15,3900,3268,0.02506473895919094,1.4492261409759521,0.36390140683706707,1.8834378719329834,0.07472164357503946,1.4806110858917236,float64,0.9611244019138756,0.8916256157635468,0.8080357142857143,0.847775175644028
Random Forest,2.1,90,20,3900,8169,0.0008243465393876712,1.4346487522125244,1.9964496696288732,3.3344459533691406,0.0983891140805069,1.5508990287780762,float64,0.9778708133971292,0.9895287958115183,0.84375,0.9108433734939758
AdaBoost,2.1,102,22,3119,8169,0.006879383377370603,1.4495971202850342,0.5236990514525305,2.143854856491089,0.08309837964659732,1.5171661376953125,float64,0.9633781763826607,0.9281045751633987,0.7888888888888889,0.8528528528528527
AdaBoost,2.1,101,10,3509,8169,0.006857491764088215,1.4348831176757812,0.6187585166589658,2.281358242034912,0.0647307814691529,1.5311899185180664,float64,0.9554817275747508,0.8609625668449198,0.7970297029702971,0.8277634961439588
Decision Tree,2.1,28,19,779,8169,0.011063878869812267,1.445432186126709,0.02032105350939294,1.463066816329956,0.016504623820767384,1.4640748500823975,float64,0.9582089552238806,0.8780487804878049,0.8,0.8372093023255814
KNN,2.2,78,11,3900,6535,0.02563260403987407,1.4614689350128174,0.013779913959744431,1.4444057941436768,0.34223869042822863,1.7209270000457764,float64,0.8893540669856459,0.975609756097561,0.17857142857142858,0.30188679245283023
AdaBoost,2.1,101,25,3509,8169,0.011621730038855024,1.4596121311187744,0.8868547202223568,2.234374761581421,0.13299831882026514,1.5027949810028076,float64,0.9554817275747508,0.8609625668449198,0.7970297029702971,0.8277634961439588
KNN,2.2,78,8,3900,6535,0.026231958873390724,1.4591989517211914,0.011377986551424208,1.4403860569000244,0.26543083482876306,1.7485051155090332,float64,0.8893540669856459,0.975609756097561,0.17857142857142858,0.30188679245283023
KNN,2.2,77,14,3900,5718,0.02698425762767586,1.4474308490753174,0.010244671356526461,1.4293780326843262,0.24806012916645145,1.733403205871582,float64,0.8857655502392344,1.0,0.14732142857142858,0.25680933852140075
SVM,2.1,4,6,2340,8169,0.006721006604944182,1.4510447978973389,0.20050114149883905,1.6334850788116455,0.0940171371742361,1.5317282676696777,float64,0.8055832502492523,0.39590443686006827,0.8656716417910447,0.5433255269320844
Decision Tree,2.1,29,17,389,8169,0.010736659409505906,1.4453308582305908,0.02703708603185279,1.4227221012115479,0.021155454977696126,1.4178178310394287,float64,0.9166666666666666,0.8,0.5217391304347826,0.6315789473684211
Random Forest,2.2,92,7,3900,1633,0.027418078520417267,1.4596607685089111,1.1200674155751638,2.4882917404174805,0.12593801527482906,1.5241029262542725,float64,0.9760765550239234,1.0,0.8214285714285714,0.9019607843137255
SVM,2.1,3,3,2730,8169,0.010243986706906962,1.4259660243988037,0.29852797283479643,1.742495059967041,0.13175264321932076,1.58504319190979,float64,0.8282051282051283,0.4325153374233129,0.8980891719745223,0.5838509316770186
SVM,2.1,10,9,3900,8169,0.0009413315247820891,1.4525220394134521,0.6529949065304985,2.0837509632110596,0.2001950046750329,1.7167420387268066,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
AdaBoost,2.1,104,12,2340,8169,0.01172780452623094,1.433305025100708,0.41220450744002873,1.9543521404266357,0.04783683131674208,1.495779037475586,float64,0.9531405782652044,0.865546218487395,0.7686567164179104,0.8142292490118578
Bagging Classifier,2.2,139,18,3900,7352,0.027754419751447133,1.452211856842041,0.5397880436776592,2.082017183303833,0.07031003852739907,1.4975450038909912,float64,0.9617224880382775,0.8883495145631068,0.8169642857142857,0.8511627906976744
SVM,2.1,8,4,779,8169,0.010787733520493554,1.403972864151001,0.0349202835196961,1.4658758640289307,0.031819955817803794,1.4490101337432861,float64,0.8388059701492537,0.4482758620689655,0.8666666666666667,0.5909090909090909
SVM,2.2,13,19,3900,2451,0.025694431260117636,1.4515771865844727,0.36817432808058437,1.8398621082305908,0.28992246037869357,1.5941228866577148,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
KNN,2.2,77,29,3900,5718,0.0180822584846397,1.4498348236083984,0.008064134951911113,1.4428207874298096,0.26004641124851857,1.7256877422332764,float64,0.8857655502392344,1.0,0.14732142857142858,0.25680933852140075
Random Forest,2.1,88,14,779,8169,0.007528244142901497,1.4144940376281738,0.24649234787962496,1.767934799194336,0.03170996158746634,1.4702961444854736,float64,0.9552238805970149,1.0,0.6666666666666666,0.8
AdaBoost,2.1,101,11,3509,8169,0.010460346274389503,1.4485580921173096,0.8576747376886332,2.2673139572143555,0.08845087104129744,1.4995629787445068,float64,0.9554817275747508,0.8609625668449198,0.7970297029702971,0.8277634961439588
SVM,2.1,4,3,2340,8169,0.006735253688857607,1.4551751613616943,0.18500926943700732,1.6818580627441406,0.10761773648190469,1.5604398250579834,float64,0.8055832502492523,0.39590443686006827,0.8656716417910447,0.5433255269320844
AdaBoost,2.1,102,19,3119,8169,0.006569517528178942,1.4551270008087158,0.4619478736661291,2.1432530879974365,0.04495655626749954,1.5058848857879639,float64,0.9648729446935725,0.9290322580645162,0.8,0.8597014925373135
Random Forest,2.1,89,22,389,8169,0.007514656918480669,1.447458028793335,0.4341544759038037,1.6055150032043457,0.02390267782060127,1.4663288593292236,float64,0.9226190476190477,1.0,0.43478260869565216,0.6060606060606061
Random Forest,2.2,96,25,3900,4901,0.025686667091968644,1.4515681266784668,0.9009488811669789,2.8836870193481445,0.08870120968631666,1.5404930114746094,float64,0.9772727272727273,0.9946808510638298,0.8348214285714286,0.9077669902912622
SVM,2.1,8,26,779,8169,0.00917378485521101,1.424144983291626,0.03300826988297724,1.48518705368042,0.02891372317364613,1.4708068370819092,float64,0.8388059701492537,0.4482758620689655,0.8666666666666667,0.5909090909090909
Bagging Classifier,2.2,135,28,3900,4084,0.01741980219892283,1.4434230327606201,0.5609941919870786,1.934985876083374,0.07660398046621177,1.5085678100585938,float64,0.9641148325358851,0.905940594059406,0.8169642857142857,0.8591549295774648
SVM,2.1,7,7,1169,8169,0.011286923500086239,1.424530029296875,0.05527029886915811,1.5149271488189697,0.04470193433552641,1.4822280406951904,float64,0.8326693227091634,0.43795620437956206,0.8955223880597015,0.5882352941176471
SVM,2.1,1,24,3509,8169,0.010759952958514797,1.4568400382995605,0.4183869334403908,1.9003801345825195,0.2291695775289944,1.6492760181427002,float64,0.8046511627906977,0.3986784140969163,0.8960396039603961,0.551829268292683
SVM,2.2,12,4,3900,1633,0.0254998262739666,1.447756052017212,0.24801433265606723,1.7468547821044922,0.1354688837011539,1.6017401218414307,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
KNN,2.1,63,3,2730,8169,0.010539047129537623,1.4354610443115234,0.007552944704693749,1.444370985031128,0.14750764061532834,1.596492052078247,float64,0.9136752136752136,0.7121212121212122,0.5987261146496815,0.6505190311418685
SVM,2.1,1,8,3509,8169,0.011118572254305615,1.4326918125152588,0.5081252959618111,1.895845890045166,0.22287796883789762,1.6466848850250244,float64,0.8046511627906977,0.3986784140969163,0.8960396039603961,0.551829268292683
AdaBoost,2.1,107,11,1169,8169,0.00962852891871224,1.4518377780914307,0.22320309352640746,1.673924207687378,0.0322013217858451,1.4623279571533203,float64,0.9601593625498008,0.873015873015873,0.8208955223880597,0.8461538461538461
SVM,2.2,19,0,3900,7352,0.024782569159629675,1.4684836864471436,0.37398893759948937,1.996520757675171,0.2930931529185086,1.679955005645752,float64,0.8283492822966507,0.4319654427645788,0.8928571428571429,0.5822416302765647
Bagging Classifier,2.1,127,13,1169,8169,0.006756304952061504,1.4346339702606201,0.1187899369225951,1.5648620128631592,0.02590347803166875,1.4323079586029053,float64,0.954183266932271,0.8793103448275862,0.7611940298507462,0.8160000000000001
AdaBoost,2.2,115,28,3900,4084,0.045196542089114056,1.436178207397461,0.3597783489675585,1.948815107345581,0.07069969163688389,1.4668209552764893,float64,0.9700956937799043,0.9142857142857143,0.8571428571428571,0.8847926267281105
Bagging Classifier,2.2,138,28,3900,6535,0.01647506631318059,1.4600083827972412,0.45826942864174647,2.065648078918457,0.06725009754961808,1.491652011871338,float64,0.9617224880382775,0.8960396039603961,0.8080357142857143,0.8497652582159624
Bagging Classifier,2.2,132,8,3900,1633,0.02438029712249375,1.4580919742584229,0.2647363309576999,1.7016761302947998,0.06449031637580026,1.4913220405578613,float64,0.9641148325358851,0.9183673469387755,0.8035714285714286,0.8571428571428571
Decision Tree,2.1,22,16,3119,8169,0.010049476302195519,1.436021089553833,0.11158643540145582,1.5293712615966797,0.06435826999758594,1.4753258228302002,float64,0.9559043348281017,0.8457142857142858,0.8222222222222222,0.8338028169014085
AdaBoost,2.2,120,1,3900,8169,0.0008820915994345258,1.4186060428619385,0.9327212754562304,2.3909499645233154,0.7656721805622483,1.4827158451080322,float64,0.9683014354066986,0.9130434782608695,0.84375,0.8770301624129929
SVM,2.1,3,11,2730,8169,0.0068467334441686825,1.4232051372528076,0.25425076595806695,1.734142780303955,0.1330759892515004,1.5686728954315186,float64,0.8282051282051283,0.4325153374233129,0.8980891719745223,0.5838509316770186
KNN,2.2,71,22,3900,817,0.016239294934600676,1.4659268856048584,0.00925056423867562,1.4575510025024414,0.19004571463747713,1.7204170227050781,float64,0.867822966507177,1.0,0.013392857142857142,0.026431718061674006
